Company Name,Brand Name,Model,Series,Product Type,Screen Type,Screen Size,Screen Area (sq. inches),Resolution,Auto- matic Bright- ness Control?,Is Automatic Brightness Control enabled by default when Television is shipped?,On Mode Power (watts),Maximum On Mode Power for Qual- ification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power for Qual- ification (watts),Lum- inance in Default Mode as Shipped (cd/m2),Lum- inance in Brightest Selectable Preset Mode (cd/m2),Average Download Acqui- sition Mode (DAM) Energy (Wh/day),Maximum DAM Energy for Qual- ification (Wh/ day), Typical Electricity Con- sumption (TEC) for Hospitality TVs (W-h/day),Maxi- mum Allowed TEC for Hospi- tality TVs (W-h/day),Estimated Annual Energy Con- sumption (kWh/ year),Date Qualified
"Samsung Electronics Co., Ltd.",Samsung,T19A350,T19A350,Television (TV),LCD,19,146,1920 x 1080,No,No,21.2,24.1,0.12,1,187,190,N/A,,,,39.5222,02/28/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN55D7050LF,UN55D7050LF,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,80.4,108,0.06,1,325,354,N/A,,,,147.1461,02/28/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN60EH6050F,UN60EH6050F,Television (TV),LCD,60,1540,1920 x 1080,Yes,Yes,70,108,0.2,1,238,324,N/A,,,,129137,01/03/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN40EH6000F,UN40EH6000F,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,44,75.4,0.2,1,209,284,N/A,,,,81687,12/27/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,T22B350ND,T22B350ND,Television (TV),LCD,22,199,1920 x 1080,No,No,23,30.8,0.23,1,161.1,222.2,N/A,,,,43.57,02/13/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN55ES6600F,UN55ES6600F,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,58,108,0.1,1,305,418,N/A,,,,106.54,02/06/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN55ES6580F,UN55ES6580F,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,58,108,0.1,1,305,418,N/A,,,,106.54,02/06/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN40ES6850F,UN40ES6850F,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,50.1,75.4,0.1,1,218,295,N/A,,,,91.94,02/06/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PL43E490B4F,PL43E490B4F,Television (TV),Plasma,43,798,1366 x 768,Yes,Yes,84,85,0.2,1,76,95,N/A,,,,154.687,02/05/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PL43E490B2F,PL43E490B2F,Television (TV),Plasma,43,798,1366 x 768,Yes,Yes,84,85,0.2,1,76,95,N/A,,,,154.687,02/05/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN46ES8000F,UN46ES8000F,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,76,93.9,0.1,1,409,508,N/A,,,,139.39,02/06/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN46ES6550F,UN46ES6550F,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,54,93.9,0.1,1,248,336,N/A,,,,99.24,02/06/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN60D7050VF,UN60D7050VF,Television (TV),LCD,60,1540,1920 x 1080,Yes,Yes,105.4,108,0.07,1,384,422,N/A,,,,192.84,05/26/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN60D6500VF,UN60D6500VF,Television (TV),LCD,60,1540,1920 x 1080,Yes,Yes,87.4,108,0.08,1,327,359,N/A,,,,160.06,05/26/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN46D6900WF,UN46D6900WF,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,73.5,,0.09,1,256,281,N/A,,,,134.762,07/06/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,ME55A,ME55A,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,84.2,,0.35,1,351,422,N/A,,,,156.092,06/16/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,LN40D550K1F,LN40D550K1F,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,62.3,,0.15,1,291,399,N/A,,,,114.73775,07/07/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,LN37D550K1F,LN37D550K1F,Television (TV),LCD,37,585,1920 x 1080,Yes,Yes,56.7,,0.14,1,359,415,N/A,,,,104.4484,07/07/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,LN40D567F9H,LN40D567F9H,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,63,75.4,0.66,1,330,407,N/A,,,,119.552,07/21/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,LN32D430G3D,LN32D430G3D,Television (TV),LCD,32,424,1366 x 768,No,No,53.5,,0.14,1,304,363,N/A,,,,98.6084,07/07/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN55D6050TF,UN55D6050TF,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,80.8,,0.07,1,339,339,N/A,,,,147.94545,07/07/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PN51E450A1F,PN51E450A1F,Television (TV),Plasma,51,1095,1366 x 768,Yes,Yes,102,108,0.2,1,68,94,N/A,,,,187.537,01/16/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PL51D450A2D,PL51D450A2D,Television (TV),Plasma,51,1095,1366 x 768,Yes,Yes,107.6,108,0.68,1,57,79,N/A,,,,201.0858,08/24/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,T24A350,T24A350,Television (TV),LCD,24,246,1920 x 1080,No,No,27,37.2,0.11,1,223,234,N/A,,,,50.03785,03/02/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN32D4000ND,UN32D4000ND,Television (TV),LCD,32,424,1366 x 768,No,No,29.5,53.6,0.2,1,199,210,N/A,,,,55.2245,01/25/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN22D5000NF,UN22D5000NF,Television (TV),LCD,22,198,1920 x 1080,No,No,26.3,30.8,0.13,1,230,238,N/A,,,,48.89905,01/25/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PL51E490B2F,PL51E490B2F,Television (TV),Plasma,51,1095,1366 x 768,Yes,Yes,105,108,0.2,1,71,91,N/A,,,,193012,01/03/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN55EH6050F,UN55EH6050F,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,58,108,0.2,1,206,285,N/A,,,,107237,12/27/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PL51E8000GF,PL51E8000GF,Television (TV),Plasma,51,1095,1920 x 1080,Yes,Yes,107,108,0.1,1,64,97,N/A,,,,197.18,02/26/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PN51E7000FF,PN51E7000FF,Television (TV),Plasma,51,1095,1920 x 1080,Yes,Yes,107,108,0.1,1,64,97,N/A,,,,197.18,02/26/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN55ES6820F,UN55ES6820F,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,58,108,0.1,1,305,418,N/A,,,,106.54,02/06/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN46ES6500F,UN46ES6500F,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,54,93.9,0.1,1,248,336,N/A,,,,99.24,02/06/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN46ES6580F,UN46ES6580F,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,54,93.9,0.1,1,248,336,N/A,,,,99.24,02/06/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,LN40D568F9H,LN40D568F9H,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,66.1,75.4,0.66,1,330,407,N/A,,,,125.21,03/29/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,LN37D567F9H,LN37D567F9H,Television (TV),LCD,37,585,1920 x 1080,Yes,Yes,57.7,67.2,0.5,1,394,449,N/A,,,,108.77,03/29/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,LN26D463E1H,LN26D463E1H,Television (TV),LCD,26,289,1366 x 768,No,No,41.6,42.3,0.5,1,270,372,N/A,,,,79.39,03/29/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PN43D450A2D,PN43D450A2D,Television (TV),Plasma,43,798,1366 x 768,Yes,Yes,83.2,85,0.68,1,67,94,N/A,,,,156.5558,08/24/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN60D6420UF,UN60D6420UF,Television (TV),LCD,60,1540,1920 x 1080,Yes,Yes,87.4,108,0.08,1,327,359,N/A,,,,160.06,05/26/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN46D7050XF,UN46D7050XF,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,70.6,93.9,0.07,1,400,416,N/A,,,,129.33,04/28/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN55D6400UF,UN55D6400UF,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,84.6,108,0.07,1,368,369,N/A,,,,154.88045,03/02/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,ME46A,ME46A,Television (TV),LCD,40,904,1920 x 1080,Yes,Yes,57.2,,0.35,1,240,280,N/A,,,,106.817,06/16/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,LN46D550K1F,LN46D550K1F,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,72.8,,0.14,1,359,426,N/A,,,,133.8309,07/08/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN55D7050XF,UN55D7050XF,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,80.4,108,0.07,1,354,385,N/A,,,,147.215,07/20/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN60D8000YF,UN60D8000YF,Television (TV),LCD,60,1540,1920 x 1080,Yes,Yes,92.4,108,0.07,1,360,392,N/A,,,,169.115,07/20/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN55D6300SF,UN55D6300SF,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,80.8,,0.07,1,339,339,N/A,,,,147.94545,07/07/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN46D6300SF,UN46D6300SF,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,67.2,,0.07,1,245,245,N/A,,,,123.12545,07/07/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PL51E550D1F,PL51E550D1F,Television (TV),Plasma,51,1095,1920 x 1080,Yes,Yes,105,108,0.1,1,56,72,N/A,,,,192.32,02/10/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN40ES6100F,UN40ES6100F,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,48,75.4,0.1,1,218,302,N/A,,,,88.29,02/05/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN26EH4000F,UN26EH4000F,Television (TV),LCD,26,289,1366 x 768,No,No,23,42.3,0.2,1,172,243,N/A,,,,43.36,12/30/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN26EH4050F,UN26EH4050F,Television (TV),LCD,26,289,1366 x 768,No,No,23,42.3,0.2,1,172,243,N/A,,,,43.36,12/30/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,T27A300,T27A300,Television (TV),LCD,27,313,1920x1080,No,No,30.1,34,0.23,1,186,224,N/A,,,,56.5276,08/26/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PL51D491A4D,PL51D491A4D,Television (TV),Plasma,51,1095,1366 x 768,Yes,Yes,107.7,108,0.12,1,61,81,N/A,,,,197.3847,08/24/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN27D5000NF,UN27D5000NF,Television (TV),LCD,27,311,1920 x 1080,No,No,35.6,44.2,0.11,1,286,294,N/A,,,,65.73285,01/25/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,LN46D550K1F,LN46D550K1F,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,72.8,93.9,0.14,1,359,426,N/A,,,,133.8309,01/25/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN46D8000YF,UN46D8000YF,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,73.6,93.9,0.09,1,383,418,N/A,,,,134.94415,01/25/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN46D6450UF,UN46D6450UF,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,64.2,93.9,0.09,1,296,360,N/A,,,,117.78915,03/02/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN32EH5050F,UN32EH5050F,Television (TV),LCD,32,425,1920 x 1080,Yes,Yes,33,53.7,0.2,1,256,360,N/A,,,,61612,12/15/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PL51E490B4F,PL51E490B4F,Television (TV),Plasma,51,1095,1366 x 768,Yes,Yes,105,108,0.2,1,71,91,N/A,,,,193012,01/03/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PN51E490B2F,PN51E490B2F,Television (TV),Plasma,51,1095,1366 x 768,Yes,Yes,105,108,0.2,1,71,91,N/A,,,,193012,01/03/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PN51E490B1F,PN51E490B1F,Television (TV),Plasma,51,1095,1366 x 768,Yes,Yes,105,108,0.2,1,71,91,N/A,,,,193012,01/03/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN40EH6050F,UN40EH6050F,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,44,75.4,0.2,1,209,284,N/A,,,,81687,12/27/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN32EH4050F,UN32EH4050F,Television (TV),LCD,32,424,1366 x 768,No,No,29,53.6,0.2,1,188,266,N/A,,,,54312,12/16/2011 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN40ES6580F,UN40ES6580F,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,50.1,75.4,0.1,1,218,295,N/A,,,,91.94,02/06/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,T24B350ND,T24B350ND,Television (TV),LCD,24,247,1920 x 1080,No,No,24.4,37.2,0.23,1,197.6,275.7,N/A,,,,46.13,02/13/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PN60E530A3F,PN60E530A3F,Television (TV),Plasma,60,1563,1920 x 1080,Yes,Yes,106,108,0.2,1,53,80,N/A,,,,194.84,02/09/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PL60E530A3F,PL60E530A3F,Television (TV),Plasma,60,1563,1920 x 1080,Yes,Yes,106,108,0.2,1,53,80,N/A,,,,194.84,02/09/2012 08:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,LN40D567F9H,LN40D567F9H,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,66.1,75.4,0.66,1,330,407,N/A,,,,125.21,03/29/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,PL43D450A2D,PL43D450A2D,Television (TV),Plasma,43,798,1366 x 768,Yes,Yes,83.2,85,0.68,1,67,94,N/A,,,,156.5558,08/24/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,LN46D610M4F,LN46D610M4F,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,91.9,93.9,0.1,1,294,406,N/A,,,,168.41,04/15/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN32D6000SF,UN32D6000SF,Television (TV),LCD,32,425,1920 x 1080,Yes,Yes,50.1,,0.07,1,245,250,N/A,,,,91.91795,07/07/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN46D7050XF,UN46D7050XF,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,74.7,,0.06,1,387,423,N/A,,,,136.744,07/19/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN40D6500VF,UN40D6500VF,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,67,,0.09,1,288,312,N/A,,,,122.899,07/14/2011 07:00:00 AM +0000
"Samsung Electronics Co., Ltd.",Samsung,UN40D5550RF,UN40D5550RF,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,45,,0.18,1,308,317,N/A,,,,83.3733,07/08/2011 07:00:00 AM +0000
Sceptre Inc.,SCEPTRE,X40,X40,Television (TV),LCD,40,684,1920 x 1080,No,No,75.43,0.975,1,73.63,153.5,210.3,N/A,,,0.31,,10/13/2011 07:00:00 AM +0000
Sceptre Inc.,SCEPTRE,X46,X46,Television (TV),LCD,46,904,1920 x 1080,No,No,93.95,0.979,1,88.4,165,245,N/A,,,0.26,,10/13/2011 07:00:00 AM +0000
Sceptre Inc.,SCEPTRE,X32,"X32,X320BV-HD, X322BV-HD",Television (TV),LCD,32,424,1366 x 768,No,No,46.74,53.6,0.41,1,128.6,178.5,N/A,,,,,11/04/2011 07:00:00 AM +0000
Sceptre Inc.,SCEPTRE,23âLED FHD TV,"E243BV-FHD,E243PV-FHD ,E243RV-FHD ,E243WV-FHD ,E243CV-FHD , E243LV-FHD, E243BD-FHD, E24",Television (TV),LCD,23,276,1920 x 1080,No,No,35.75,38.5,0.28,1,114.2,117.8,N/A,,,,,12/23/2011 08:00:00 AM +0000
Sceptre Inc.,SCEPTRE,32âLED FHD TV,"E325BV-HD,  E322BV-HD, E325BD-HD,  E32, ALG-32LC1A",Television (TV),LCD,32,424,1366 x 768,No,No,43.59,53.6,0.15,1,223.4,277.1,N/A,,,,,12/23/2011 08:00:00 AM +0000
Sceptre Inc.,SCEPTRE,40â LCD TV,X405BV-FHD; X402BV-FHD-E; X40; ALG-40LC1A,Television (TV),LCD,40,684,1920x1080,No,No,,,,,150,250,N/A,,,,,01/12/2012 08:00:00 AM +0000
Sceptre Inc.,SCEPTRE,LED TV,E320RV-FHD,Television (TV),LCD,32,425,1920 x 1080,No,No,50.26,53.72,0.34,1,229.8,229.8,N/A,,,,94.08,10/16/2011 07:00:00 AM +0000
Sceptre Inc.,SCEPTRE,LED TV,E320GV-FHD,Television (TV),LCD,32,425,1920 x 1080,No,No,50.26,53.72,0.34,1,229.8,229.8,N/A,,,,94.08,10/16/2011 07:00:00 AM +0000
Sceptre Inc.,SCEPTRE,LED TV,E32,Television (TV),LCD,32,425,1920 x 1080,No,No,50.26,53.72,0.34,1,229.8,229.8,N/A,,,,94.08,10/16/2011 07:00:00 AM +0000
Sceptre Inc.,SCEPTRE,LCD TV,X420BV-FHD,Television (TV),LCD,42,758,1920 x 1080,No,No,78.8,81.6,0.21,1,110,166,N/A,,,,,02/10/2012 08:00:00 AM +0000
Sceptre Inc.,SCEPTRE,LED TV,E320WV-FHD,Television (TV),LCD,32,425,1920 x 1080,No,No,50.26,53.72,0.34,1,229.8,229.8,N/A,,,,94.08,10/16/2011 07:00:00 AM +0000
Sceptre Inc.,SCEPTRE,LCD TV,X425BV-FHD,Television (TV),LCD,42,758,1920 x 1080,No,No,78.8,81.6,0.21,1,110,166,N/A,,,,,02/10/2012 08:00:00 AM +0000
Sceptre Inc.,SCEPTRE,LED TV,E320LV-FHD,Television (TV),LCD,32,425,1920 x 1080,No,No,50.26,53.72,0.34,1,229.8,229.8,N/A,,,,94.08,10/16/2011 07:00:00 AM +0000
Sceptre Inc.,SCEPTRE,LED TV,E320BV-FHD,Television (TV),LCD,32,425,1920 x 1080,No,No,50.26,53.72,0.34,1,229.8,229.8,N/A,,,,94.08,10/16/2011 07:00:00 AM +0000
Sceptre Inc.,SCEPTRE,LED TV,E320PV-FHD,Television (TV),LCD,32,425,1920 x 1080,No,No,50.26,53.72,0.34,1,229.8,229.8,N/A,,,,94.08,10/16/2011 07:00:00 AM +0000
Sceptre Inc.,SCEPTRE,"LCD TV/ X320BV-HD, X322BV-HD; LED TV/ E325BV-HD, E322BV-HD","E325BV-HD, E322BV-HD,X320BV-HD,X322BV-HD",Television (TV),LCD/LED,32,422,1366x768,No,No,49.9,53,0.445,1,237,257,N/A,,,,,09/19/2011 07:00:00 AM +0000
"Shanghai Weixing Electronics Co., LTD",SDE,"32""LCD TV",HD3200A,Television (TV),LCD,32,424,1366 X 768,No,No,52.26,53.63,0.37,1,112.6,121,N/A,,,,97.9,07/15/2011 07:00:00 AM +0000
Sharp Electronics Corporation,SHARP(AQUOS),LC-46LE835U,LC46LE835U,Television (TV),LCD,46,904,1920x1080,Yes,Yes,62.8,93.9,0.08,1,313,397,N/A,,,,115.1648,09/07/2011 07:00:00 AM +0000
Sharp Electronics Corporation,AQUOS,LC-40LE830U,LC-40LE830U,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,53.6,75.4,0.082,1,305,383,N/A,,,,98.389,09/01/2011 07:00:00 AM +0000
Sharp Electronics Corporation,Sharp,LC-60LE640U,LC-60LE640U,Television (TV),LCD,60,1540,1920 x 1080,Yes,Yes,80.3,108,0.02,1,249,316,N/A,,,,146686,01/04/2012 08:00:00 AM +0000
Sharp Electronics Corporation,Sharp,LC-32SV29U,LC-32SV29U,Television (TV),LCD,32,425,1366 x 768,Yes,Yes,49,53.7,0.3,1,243.8,347.8,N/A,,,,91.5,09/29/2011 07:00:00 AM +0000
Sharp Electronics Corporation,SHARP(AQUOS),LC-70C6400U,LC-70C6400U,Television (TV),LCD,70,2065,1920 x 1080,Yes,Yes,82.8,108,0.07,1,321.8,398.9,N/A,,,,151.5,12/29/2011 08:00:00 AM +0000
Sharp Electronics Corporation,SHARP(AQUOS),LC-70LE640U,LC-70LE640U,Television (TV),LCD,70,2065,1920 x 1080,Yes,Yes,82.8,108,0.07,1,321.8,398.9,N/A,,,,151.5,12/29/2011 08:00:00 AM +0000
Sharp Electronics Corporation,AQUOS,LC-60LE831U,LC-60LE831U,Television (TV),LCD,60,1540,1920Ã1080,Yes,Yes,90.8,108,0.083,1,353.3,451,N/A,,,,166.286,09/12/2011 07:00:00 AM +0000
Sharp Electronics Corporation,SHARP(AQUOS),LC-52LE830U,LC-52LE830U,Television (TV),LCD,52,1157,1920 x 1080,Yes,Yes,69.5,108,0.085,1,281,361,N/A,,,,127.427,09/01/2011 07:00:00 AM +0000
Sharp Electronics Corporation,SHARP(AQUOS),LC-40LE835U,LC40LE835U,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,53.1,75.4,0.082,1,294,374,N/A,,,,97.476,09/01/2011 07:00:00 AM +0000
Sharp Electronics Corporation,Sharp,LC-60C8470U,LC-60C8470U,Television (TV),LCD,60,1540,1920 x 1080,Yes,Yes,57,108,0.07,1,310,371,N/A,,,,104509,02/26/2012 08:00:00 AM +0000
Sharp Electronics Corporation,Sharp,LC-60LE845U,LC-60LE845U,Television (TV),LCD,60,1540,1920 x 1080,Yes,Yes,57,108,0.07,1,310,371,N/A,,,,104509,02/26/2012 08:00:00 AM +0000
Sharp Electronics Corporation,Sharp,LC-70LE733U,LC-70LE733U,Television (TV),LCD,70,2065,1920 x 1080,Yes,Yes,101,108,0.071,1,290,367.5,N/A,,,,185,05/20/2011 07:00:00 AM +0000
Sharp Electronics Corporation,Sharp,LC-26SV490U,LC-26SV490U,Television (TV),LCD,26,289,1920 x 1080,Yes,Yes,31,42.3,0.2,1,297.1,371.6,N/A,,,,58,09/29/2011 07:00:00 AM +0000
Sharp Electronics Corporation,AQUOS,LC-60LE832U,LC-60LE832U,Television (TV),LCD,60,1540,1920Ã1080,Yes,Yes,90.8,108,0.083,1,353.3,451,N/A,,,,166.286,09/12/2011 07:00:00 AM +0000
Sharp Electronics Corporation,Sharp,LC46SV49U,LC-46SV49U,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,87.6,93.9,0.2,1,170.3,249.5,N/A,,,,161.3,02/05/2012 08:00:00 AM +0000
Sharp Electronics Corporation,SHARP(AQUOS),LC-70LE633U,LC70LE633U,Television (TV),LCD,70,2065,1920 x 1080,Yes,Yes,104,108,0.074,1,291,371,N/A,,,,190.313,08/12/2011 07:00:00 AM +0000
Sharp Electronics Corporation,Elite,PRO-60X5FD,PRO-60X5FD,Television (TV),LCD,60,1540,1920 x 1080,Yes,Yes,75.3,108,0.096,1,442,561,N/A,,,,138.088,07/06/2011 07:00:00 AM +0000
Sharp Electronics Corporation,Sharp,LC-52LE640U,LC-52LE640U,Television (TV),LCD,52,1155,1920 x 1080,Yes,Yes,60.3,108,0.07,1,273,352.1,N/A,,,,110533,01/26/2012 08:00:00 AM +0000
Sharp Electronics Corporation,SHARP(AQUOS),LC-60LE835U,LC60LE835U,Television (TV),LCD,60,1540,1920 x 1080,Yes,Yes,90.9,108,0.081,1,360.3,462,N/A,,,,166.454,08/31/2011 07:00:00 AM +0000
Sharp Electronics Corporation,Sharp,LC-70LE732U,LC-70LE732U,Television (TV),LCD,70,2065,1920 x 1080,Yes,Yes,97.6,108,0.1,1,312.4,382.2,N/A,,,,178,03/01/2011 08:00:00 AM +0000
Sharp Electronics Corporation,AQUOS,LC-46LE832U,LC-46LE832U,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,62.5,93.9,0.086,1,276,356,N/A,,,,114.659,09/02/2011 07:00:00 AM +0000
Sharp Electronics Corporation,SHARP(AQUOS),LC-52LE832U,LC-52LE832U,Television (TV),LCD,52,1157,1920 x 1080,Yes,Yes,69.5,108,0.085,1,281,361,N/A,,,,127.427,09/01/2011 07:00:00 AM +0000
Sharp Electronics Corporation,AQUOS,LC-40LE832U,LC-40LE832U,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,53.6,75.4,0.082,1,305,383,N/A,,,,98.389,09/01/2011 07:00:00 AM +0000
Sharp Electronics Corporation,SHARP(AQUOS),LC-70LE745U,LC-70LE745U,Television (TV),LCD,2065,70,1920 x 1080,Yes,Yes,63.8,108,0.059,1,289.3,371.2,N/A,,,,116844,01/22/2012 08:00:00 AM +0000
Sharp Electronics Corporation,SHARP(AQUOS),LC-70LE632U,LC70LE632U,Television (TV),LCD,70,2065,1920 x 1080,Yes,Yes,98.8,108,0.0976,1,275,347,N/A,,,,180.987,08/12/2011 07:00:00 AM +0000
Sharp Electronics Corporation,SHARP(AQUOS),LC-60LE630U,LC60LE630U,Television (TV),LCD,60,1540,1920 x 1080,Yes,Yes,88.2,108,0.175,1,292,413,N/A,,,,162.179,06/13/2011 07:00:00 AM +0000
Sharp Electronics Corporation,AQUOS,LC-60LE830U,LC-60LE830U,Television (TV),LCD,60,1540,1920Ã1080,Yes,Yes,90.8,108,0.083,1,353.3,451,N/A,,,,166.286,09/12/2011 07:00:00 AM +0000
